oid,oname,olon,olat,did,dname,dlon,dlat,flow
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,84,HUIXIN XIJIE BEIKOU,116.4108416,39.98652263,4755
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,85,DONGSI,116.4106396,39.92291323,2359
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,86,CIQIKOU,116.4132102,39.89175252,7814
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,87,HUIXIN XIJIE NANKOU,116.4113569,39.97565714,3432
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,88,SONGJIAZHUANG,116.4221974,39.84431807,7931
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,89,LISHUIQIAO,116.4056246,40.05155897,6558
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,90,PUHUANGYU,116.4161843,39.86415384,3293
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,91,DATUNLUDONG,116.411875,40.00199927,3740
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,92,CAOFANG,116.6102857,39.9235208,9662
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,93,LUCHENG,116.7420397,39.90142871,5360
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,94,DONGXIAYUAN,116.727562,39.90221004,2775
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,95,DONGDAQIAO,116.4456658,39.92163632,5151
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,96,QINGNIAN LU,116.5109998,39.9219475,10276
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,97,BEIHAIBEI,116.3806171,39.93185713,3229
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,99,BEIYUNHEXI,116.6822499,39.90196882,4811
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,100,SHILIPU,116.4960785,39.921824,5703
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,102,TONGZHOU BEIGUAN,116.6557478,39.91735694,5920
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,103,CHEGONGZHUANGXI,116.3379634,39.93107913,2142
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,104,HUANGQU,116.5725181,39.92324413,3723
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,105,XIHUANGCUN,116.2007159,39.9324389,2625
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,106,DALIANPO,116.557871,39.92299787,3824
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,107,CHANGYING,116.5937924,39.92468758,5923
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,109,HUAYUANQIAO,116.3049819,39.93112843,3109
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,110,YANGZHUANG,116.1815668,39.92685429,2798
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,111,TIANCUN,116.2468652,39.92836065,3007
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,112,WUZI XUEYUAN LU,116.6336842,39.92566142,7310
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,113,HAIDIAN WULUJU,116.2705479,39.9310402,7018
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,114,NANLUOGU XIANG,116.3973595,39.93207583,5388
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,115,BAISHIQIAONAN,116.3189878,39.93151271,8699
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,117,HUJIALOU,116.45537,39.92200462,2888
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,118,JINTAI LU,116.4722678,39.92198893,3937
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,119,JIN'ANQIAO,116.1564656,39.92200388,2476
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,120,JIAOHUACHANG,116.5313229,39.85434877,4601
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,121,SHUANGHE,116.520759,39.85858552,4120
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,122,GUANGQUMENWAI,116.4431193,39.89224848,10499
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,126,HAPPY VALLEY,116.4934624,39.86551502,5246
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,130,DAGUANYING,116.3294914,39.88868197,5086
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,131,DAJIAOTING,116.4821375,39.89184665,7444
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,133,HUFANGQIAO,116.3779861,39.88805696,4693
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,134,FATOU,116.5058603,39.85967807,4609
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,136,NANLOUZIZHUANG,116.4953641,39.87337288,7522
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,138,GUANG'ANMENNEI,116.3518597,39.88826503,9143
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,139,GUANGQUMENNEI,116.4279902,39.89231062,7967
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,140,BAIZIWAN,116.4916882,39.89133955,13713
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,141,QIAOWAN,116.4026163,39.89129505,3103
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,142,ZHUSHIKOU,116.3921784,39.88958445,5986
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,145,JIULONGSHAN,116.4720254,39.89224055,14508
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,155,YINGHAI,116.4428719,39.75952352,4011
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,158,HUILONGGUAN DONGDAJIE,116.3569601,40.07957449,5176
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,163,YONGTAIZHUANG,116.3484189,40.03650233,4325
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,167,PINGXIFU,116.3441883,40.08869679,2393
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,170,YUXIN,116.3409795,40.05900668,4602
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,172,HUOYING,116.3538927,40.06988967,7780
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,174,ZHUXINZHUANG,116.307463,40.10309986,5697
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,175,BAIDUIZI,116.3196577,39.92266297,8495
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,176,KEYILU,116.2913291,39.83119898,6581
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,177,LIULIQIAODONG,116.3092065,39.88604319,8431
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,178,FENGTAI NANLU,116.2903721,39.83972064,9550
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,179,FENGTAI KEJIYUAN,116.291168,39.82398434,11580
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,180,FENGTAI DONGDAJIE,116.2878146,39.85391024,6217
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,181,LIULIQIAO,116.2968085,39.87884203,8282
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,182,QILIZHUANG,116.2880647,39.86549965,9915
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,183,GUOGONGZHUANG,116.2959879,39.81328058,5954
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,184,XIDIAOYUTAI,116.2917071,39.92218294,2544
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,185,DAHONGMEN,116.393165,39.84407947,2757
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,187,CHANGCHUNQIAO,116.2879917,39.9573455,3331
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,188,TAIYANGGONG,116.4413369,39.97122676,2941
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,189,XITUCHENG,116.348068,39.97492379,6456
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,191,JINGSONG,116.4552348,39.88304232,2233
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,196,JIANDEMEN,116.375126,39.97523565,2575
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,197,CAPITAL UNIVERSITY OF ECONOMICS & BUSINESS,116.3139406,39.84320189,3304
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,198,LIANGMAQIAO,116.4559866,39.94802739,3078
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,199,CHENGSHOUSI,116.4415381,39.84437995,3296
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,200,SUZHOU JIE,116.3001828,39.97435776,3206
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,202,FENGTAI RAILWAY STATION,116.2989203,39.84866613,2802
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,203,PANJIAYUAN,116.4549629,39.87455104,3460
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,204,SHILIUZHUANG,116.4079214,39.84445041,2871
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,206,MUDANYUAN,116.3635979,39.97499995,4066
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,208,TUANJIEHU,116.4555894,39.9324067,2595
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,209,CHEDAOGOU,116.2878538,39.94654173,3238
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,210,JIAOMEN EAST,116.3798928,39.84382513,4027
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,211,SHAOYAOJU,116.4305861,39.97600397,4978
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,212,ZHICHUNLU,116.3348131,39.97506981,4325
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,213,SHILIHE,116.4522277,39.86452173,8667
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,214,XIJU,116.2977684,39.86487896,2544
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,215,CAOQIAO,116.3438788,39.84506456,2372
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,216,SANYUANQIAO,116.4507888,39.95988325,4705
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,217,BAGOU,116.2856962,39.97313729,3222
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,218,LONGZE,116.3136123,40.06951737,10432
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,219,SHANGDI,116.3141538,40.03158092,7152
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,220,WUDAOKOU,116.331629,39.99157505,6445
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,223,HUILONGGUAN,116.3298854,40.069434,7717
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,227,WANGJINGXI,116.4428415,39.99418525,4506
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,228,XI'ERQI,116.2999944,40.05169386,7478
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,229,JIANGTAI,116.4839675,39.96971125,10670
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,230,PINGLEYUAN,116.4712922,39.88368009,2246
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,231,DONGHUQU,116.4612824,40.00901984,3016
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,233,DONGFENG BEIQIAO,116.4799873,39.95731098,3319
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,234,FUTONG,116.4652082,39.9906526,3967
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,235,LAIGUANGYING,116.4607364,40.01891895,3137
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,236,CHAOYANG PARK,116.4723058,39.93236236,3878
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,237,WANGJINGNAN,116.4758175,39.98338356,6582
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,238,BEIJING UNIVERSITY OF TECHNOLOGY WEST GATE,116.471326,39.87394851,3360
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,242,WANGJING,116.4625468,39.9975244,3849
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,244,ZHANGGUOZHUANG,116.180781,39.85676264,2718
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,245,GUOZHUANGZI,116.2473141,39.86347427,2823
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,248,CHINA INTERNATIONAL EXHIBITION CENTER,116.5493505,40.06894409,2835
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,250,SHUNYI,116.6513256,40.12879958,6855
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,251,FENGBO,116.6788655,40.1313803,4943
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,253,SHIMEN,116.6355135,40.12888139,4135
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,257,HUALIKAN,116.5518274,40.083366,2815
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,258,NANFAXIN,116.6040801,40.12740204,2927
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,259,HOUSHAYU,116.5583573,40.11302265,5752
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,264,XIBEIWANG,116.2515969,40.04794566,2272
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,267,TUNDIAN,116.2097481,40.06720718,2154
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,268,WENYANG LU,116.1552284,40.06721329,3955
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,269,NONGDA NANLU,116.2762629,40.02023683,3188
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,270,MALIANWA,116.2668316,40.03121779,2635
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,271,YONGFENG SOUTH,116.2420623,40.06448511,2601
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,272,YONGFENG,116.2323844,40.07067986,4490
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,279,SHUANGQIAO,116.5709349,39.90918577,3998
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,280,TONGZHOU BEIYUAN,116.631396,39.9026496,5011
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,281,TUQIAO,116.680155,39.87083108,5433
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,283,COMMUNICATION UNIVERSITY OF CHINA,116.5490198,39.90820929,3878
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,285,LIYUAN,116.6628002,39.88256077,4808
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,286,LINHELI,116.6729512,39.87424812,2882
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,287,JIUKESHU,116.651609,39.88913972,3049
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,288,GUOYUAN,116.6407944,39.89224415,2217
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,289,GUANZHUANG,116.5935534,39.9080535,3269
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,291,CHANGPING,116.2274,40.21936572,6397
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,292,CHANGPING DONGGUAN,116.2560178,40.2204924,2763
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,294,NANSHAO,116.2810204,40.20583923,2453
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,297,LIFE SCIENCE PARK,116.2881383,40.09353249,7154
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,298,SHAHE,116.28259,40.14712414,8793
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,299,SHAHE UNIVERSITY PARK,116.2743199,40.16342059,3351
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,302,LIANGXIANG DAXUECHENGBEI,116.1772695,39.72871376,2297
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,303,LIANGXIANG NANGUAN,116.1345782,39.72193474,2674
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,304,LIANGXIANG DAXUECHENG,116.1703056,39.72198448,3960
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,305,LIANGXIANG DAXUECHENGXI,116.1500999,39.72193477,3784
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,306,LIBAFANG,116.1833055,39.75941516,4461
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,307,ZHANGYANG,116.2065821,39.7624995,9767
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,308,DAOTIAN,116.212775,39.79363552,3388
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,309,DABAOTAI,116.2857286,39.80659046,5513
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,310,SUZHUANG,116.1190969,39.72191103,2682
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,311,GUANGYANGCHENG,116.1787871,39.74664491,2598
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,328,RONGCHANG DONGJIE,116.5157491,39.78169662,4302
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,329,YIZHUANGQIAO,116.4742434,39.80172801,2516
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,330,TONGJI NANLU,116.5339423,39.77179988,10510
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,335,JIUGONG,116.4546976,39.80557362,3561
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,337,JINGHAI LU,116.5565449,39.78264743,4589
143,BEIJING WEST RAILWAY STATION,116.3151222,39.89357218,339,RONGJING DONGJIE,116.5075056,39.79202234,3505
144,SHUANGJING,116.4563824,39.89218894,5,YONG'ANLI,116.4443122,39.90717995,2403
144,SHUANGJING,116.4563824,39.89218894,10,WANGFUJING,116.4053829,39.90671491,4822
144,SHUANGJING,116.4563824,39.89218894,13,WUKESONG,116.2682454,39.90627676,2291
144,SHUANGJING,116.4563824,39.89218894,14,FUXINGMEN,116.3509955,39.90587914,3124
144,SHUANGJING,116.4563824,39.89218894,15,JIANGUOMEN,116.4292136,39.90722615,2652
144,SHUANGJING,116.4563824,39.89218894,16,XIDAN,116.3692188,39.90584314,4444
144,SHUANGJING,116.4563824,39.89218894,17,DONGDAN,116.4127131,39.90691559,2979
144,SHUANGJING,116.4563824,39.89218894,19,GUOMAO,116.4545695,39.90745797,13471
144,SHUANGJING,116.4563824,39.89218894,21,DAWANG LU,116.4708955,39.9075473,4478
144,SHUANGJING,116.4563824,39.89218894,22,SIHUIDONG,116.5096417,39.90742897,3153
144,SHUANGJING,116.4563824,39.89218894,23,SIHUI,116.4895521,39.90752942,2693
144,SHUANGJING,116.4563824,39.89218894,26,DONGSI SHITIAO,116.4279143,39.93253957,2162
144,SHUANGJING,116.4563824,39.89218894,31,BEIJING RAILWAY STATION,116.4209067,39.90368562,2069
144,SHUANGJING,116.4563824,39.89218894,36,CHAOYANGMEN,116.427473,39.92315025,8224
144,SHUANGJING,116.4563824,39.89218894,37,CHEGONGZHUANG,116.3491259,39.93123702,2422
144,SHUANGJING,116.4563824,39.89218894,39,DONGZHIMEN,116.4286341,39.94048014,3431
144,SHUANGJING,116.4563824,39.89218894,53,XIHONGMEN,116.3224586,39.78843218,2924
144,SHUANGJING,116.4563824,39.89218894,60,XINGONG,116.3593883,39.81101692,2933
144,SHUANGJING,116.4563824,39.89218894,68,HAIDIANHUANGZHUANG,116.3116649,39.97470492,3911
144,SHUANGJING,116.4563824,39.89218894,69,JIAOMEN WEST,116.3649343,39.84452533,4075
144,SHUANGJING,116.4563824,39.89218894,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,4048
144,SHUANGJING,116.4563824,39.89218894,73,LISHUIQIAO SOUTH,116.4083217,40.04048875,2361
144,SHUANGJING,116.4563824,39.89218894,75,TIANTONGYUAN NORTH,116.406713,40.08191323,5009
144,SHUANGJING,116.4563824,39.89218894,80,BEIYUANLU NORTH,116.4118542,40.02921578,2576
144,SHUANGJING,116.4563824,39.89218894,83,TIANTONGYUAN,116.4065705,40.07379572,3664
144,SHUANGJING,116.4563824,39.89218894,84,HUIXIN XIJIE BEIKOU,116.4108416,39.98652263,2562
144,SHUANGJING,116.4563824,39.89218894,85,DONGSI,116.4106396,39.92291323,2053
144,SHUANGJING,116.4563824,39.89218894,87,HUIXIN XIJIE NANKOU,116.4113569,39.97565714,3772
144,SHUANGJING,116.4563824,39.89218894,88,SONGJIAZHUANG,116.4221974,39.84431807,10361
144,SHUANGJING,116.4563824,39.89218894,89,LISHUIQIAO,116.4056246,40.05155897,2663
144,SHUANGJING,116.4563824,39.89218894,91,DATUNLUDONG,116.411875,40.00199927,2150
144,SHUANGJING,116.4563824,39.89218894,92,CAOFANG,116.6102857,39.9235208,4235
144,SHUANGJING,116.4563824,39.89218894,95,DONGDAQIAO,116.4456658,39.92163632,4475
144,SHUANGJING,116.4563824,39.89218894,96,QINGNIAN LU,116.5109998,39.9219475,8001
144,SHUANGJING,116.4563824,39.89218894,97,BEIHAIBEI,116.3806171,39.93185713,2424
144,SHUANGJING,116.4563824,39.89218894,100,SHILIPU,116.4960785,39.921824,4139
144,SHUANGJING,116.4563824,39.89218894,102,TONGZHOU BEIGUAN,116.6557478,39.91735694,2828
144,SHUANGJING,116.4563824,39.89218894,104,HUANGQU,116.5725181,39.92324413,2831
144,SHUANGJING,116.4563824,39.89218894,106,DALIANPO,116.557871,39.92299787,2590
144,SHUANGJING,116.4563824,39.89218894,107,CHANGYING,116.5937924,39.92468758,5298
144,SHUANGJING,116.4563824,39.89218894,112,WUZI XUEYUAN LU,116.6336842,39.92566142,3523
144,SHUANGJING,116.4563824,39.89218894,113,HAIDIAN WULUJU,116.2705479,39.9310402,2466
144,SHUANGJING,116.4563824,39.89218894,114,NANLUOGU XIANG,116.3973595,39.93207583,3167
144,SHUANGJING,116.4563824,39.89218894,117,HUJIALOU,116.45537,39.92200462,9000
144,SHUANGJING,116.4563824,39.89218894,118,JINTAI LU,116.4722678,39.92198893,2440
144,SHUANGJING,116.4563824,39.89218894,171,BEITUCHENG,116.388,39.97575258,2146
144,SHUANGJING,116.4563824,39.89218894,172,HUOYING,116.3538927,40.06988967,2745
144,SHUANGJING,116.4563824,39.89218894,185,DAHONGMEN,116.393165,39.84407947,3406
144,SHUANGJING,116.4563824,39.89218894,186,JINTAIXIZHAO,116.4555523,39.91565393,15520
144,SHUANGJING,116.4563824,39.89218894,188,TAIYANGGONG,116.4413369,39.97122676,7472
144,SHUANGJING,116.4563824,39.89218894,189,XITUCHENG,116.348068,39.97492379,5745
144,SHUANGJING,116.4563824,39.89218894,190,ANZHENMEN,116.3997184,39.97557748,5409
144,SHUANGJING,116.4563824,39.89218894,191,JINGSONG,116.4552348,39.88304232,5267
144,SHUANGJING,116.4563824,39.89218894,192,FENZHONGSI,116.4475962,39.85087497,2028
144,SHUANGJING,116.4563824,39.89218894,193,ALGRICULTURAL EXHIBITION CENTER,116.4560223,39.94001164,3213
144,SHUANGJING,116.4563824,39.89218894,196,JIANDEMEN,116.375126,39.97523565,4617
144,SHUANGJING,116.4563824,39.89218894,197,CAPITAL UNIVERSITY OF ECONOMICS & BUSINESS,116.3139406,39.84320189,3061
144,SHUANGJING,116.4563824,39.89218894,198,LIANGMAQIAO,116.4559866,39.94802739,13477
144,SHUANGJING,116.4563824,39.89218894,199,CHENGSHOUSI,116.4415381,39.84437995,8060
144,SHUANGJING,116.4563824,39.89218894,200,SUZHOU JIE,116.3001828,39.97435776,4139
144,SHUANGJING,116.4563824,39.89218894,203,PANJIAYUAN,116.4549629,39.87455104,8388
144,SHUANGJING,116.4563824,39.89218894,204,SHILIUZHUANG,116.4079214,39.84445041,4259
144,SHUANGJING,116.4563824,39.89218894,205,ZHICHUNLI,116.3233285,39.97503763,2591
144,SHUANGJING,116.4563824,39.89218894,206,MUDANYUAN,116.3635979,39.97499995,5163
144,SHUANGJING,116.4563824,39.89218894,208,TUANJIEHU,116.4555894,39.9324067,18836
144,SHUANGJING,116.4563824,39.89218894,210,JIAOMEN EAST,116.3798928,39.84382513,5202
144,SHUANGJING,116.4563824,39.89218894,211,SHAOYAOJU,116.4305861,39.97600397,6477
144,SHUANGJING,116.4563824,39.89218894,212,ZHICHUNLU,116.3348131,39.97506981,2491
144,SHUANGJING,116.4563824,39.89218894,213,SHILIHE,116.4522277,39.86452173,11864
144,SHUANGJING,116.4563824,39.89218894,214,XIJU,116.2977684,39.86487896,2094
144,SHUANGJING,116.4563824,39.89218894,215,CAOQIAO,116.3438788,39.84506456,2311
144,SHUANGJING,116.4563824,39.89218894,216,SANYUANQIAO,116.4507888,39.95988325,15903
144,SHUANGJING,116.4563824,39.89218894,217,BAGOU,116.2856962,39.97313729,2429
144,SHUANGJING,116.4563824,39.89218894,219,SHANGDI,116.3141538,40.03158092,2470
144,SHUANGJING,116.4563824,39.89218894,220,WUDAOKOU,116.331629,39.99157505,2499
144,SHUANGJING,116.4563824,39.89218894,228,XI'ERQI,116.2999944,40.05169386,2696
144,SHUANGJING,116.4563824,39.89218894,279,SHUANGQIAO,116.5709349,39.90918577,2290
144,SHUANGJING,116.4563824,39.89218894,283,COMMUNICATION UNIVERSITY OF CHINA,116.5490198,39.90820929,2200
144,SHUANGJING,116.4563824,39.89218894,285,LIYUAN,116.6628002,39.88256077,2136
144,SHUANGJING,116.4563824,39.89218894,330,TONGJI NANLU,116.5339423,39.77179988,2318
144,SHUANGJING,116.4563824,39.89218894,332,XIAOHONGMEN,116.4530583,39.82701284,2340
144,SHUANGJING,116.4563824,39.89218894,335,JIUGONG,116.4546976,39.80557362,3250
145,JIULONGSHAN,116.4720254,39.89224055,16,XIDAN,116.3692188,39.90584314,3063
145,JIULONGSHAN,116.4720254,39.89224055,17,DONGDAN,116.4127131,39.90691559,2001
145,JIULONGSHAN,116.4720254,39.89224055,19,GUOMAO,116.4545695,39.90745797,2565
145,JIULONGSHAN,116.4720254,39.89224055,21,DAWANG LU,116.4708955,39.9075473,10884
145,JIULONGSHAN,116.4720254,39.89224055,22,SIHUIDONG,116.5096417,39.90742897,2366
145,JIULONGSHAN,116.4720254,39.89224055,23,SIHUI,116.4895521,39.90752942,2148
145,JIULONGSHAN,116.4720254,39.89224055,35,CHONGWENMEN,116.4117659,39.89955765,3059
145,JIULONGSHAN,116.4720254,39.89224055,36,CHAOYANGMEN,116.427473,39.92315025,3549
145,JIULONGSHAN,116.4720254,39.89224055,66,CAISHIKOU,116.3682505,39.88790793,3630
145,JIULONGSHAN,116.4720254,39.89224055,70,BEIJING SOUTH RAILWAY STATION,116.3729399,39.86355061,12346
145,JIULONGSHAN,116.4720254,39.89224055,75,TIANTONGYUAN NORTH,116.406713,40.08191323,2536
145,JIULONGSHAN,116.4720254,39.89224055,83,TIANTONGYUAN,116.4065705,40.07379572,2095
145,JIULONGSHAN,116.4720254,39.89224055,86,CIQIKOU,116.4132102,39.89175252,4457
145,JIULONGSHAN,116.4720254,39.89224055,88,SONGJIAZHUANG,116.4221974,39.84431807,3834
145,JIULONGSHAN,116.4720254,39.89224055,90,PUHUANGYU,116.4161843,39.86415384,4599
145,JIULONGSHAN,116.4720254,39.89224055,92,CAOFANG,116.6102857,39.9235208,3437
145,JIULONGSHAN,116.4720254,39.89224055,95,DONGDAQIAO,116.4456658,39.92163632,4083
145,JIULONGSHAN,116.4720254,39.89224055,96,QINGNIAN LU,116.5109998,39.9219475,6494
145,JIULONGSHAN,116.4720254,39.89224055,100,SHILIPU,116.4960785,39.921824,3267
